OID_,Name,TargetFacilityCount,SourceID,SourceOID,PosAlong,SideOfEdge,CurbApproach,Status,SnapX,SnapY,SnapZ,DistanceToNetworkInMeters,Attr_WalkTime,Attr_Length,Cutoff_WalkTime,Cutoff_Length
159,Location 159,,1,803,0.654137530417311,1,0,0,11891488.104134401306510,-685507.339558781823143,0.000000000000000,1.879835529033408,0.000000000000000,0.000000000000000,,
160,Location 160,,1,11920,0.546284357149056,2,0,0,11888266.780021514743567,-687264.826816681888886,0.000000000000000,13.906139284740048,0.000000000000000,0.000000000000000,,
161,Location 161,,1,576,0.827023763166898,1,0,0,11888470.148768691346049,-688352.805477977264673,0.000000000000000,43.498808086910486,0.000000000000000,0.000000000000000,,
162,Location 162,,1,2455,0.510520998201276,1,0,0,11890489.105298396199942,-684356.399624222773127,0.000000000000000,34.384575731572724,0.000000000000000,0.000000000000000,,
163,Location 163,,1,10008,0.516210818277399,2,0,0,11889899.736437991261482,-685348.704472906654701,0.000000000000000,15.596223300488491,0.000000000000000,0.000000000000000,,
164,Location 164,,1,9845,0.326036649977020,2,0,0,11888774.655464958399534,-686794.665895447717048,0.000000000000000,34.479063440499083,0.000000000000000,0.000000000000000,,
165,Location 165,,1,3493,0.603640704270736,2,0,0,11889467.314453925937414,-686442.181846106541343,0.000000000000000,24.214097002360159,0.000000000000000,0.000000000000000,,
166,Location 166,,1,8388,0.881873497793856,1,0,0,11890014.938393948599696,-686336.172849809750915,0.000000000000000,21.973787847831080,0.000000000000000,0.000000000000000,,
167,Location 167,,1,4999,0.856729782674774,2,0,0,11888654.475757800042629,-686145.376777328783646,0.000000000000000,10.735644299241830,0.000000000000000,0.000000000000000,,
168,Location 168,,1,12068,0.458758600749218,2,0,0,11888450.829889919608831,-685436.020082752453163,0.000000000000000,8.799455097362834,0.000000000000000,0.000000000000000,,
169,Location 169,,1,960,0.672085560726451,2,0,0,11889332.095772182568908,-685358.863857639255002,0.000000000000000,10.668097899302419,0.000000000000000,0.000000000000000,,
170,Location 170,,1,11308,0.181294657776069,2,0,0,11889372.264856614172459,-684567.103504312224686,0.000000000000000,48.233151581174511,0.000000000000000,0.000000000000000,,
171,Location 171,,1,1090,0.680212753779532,2,0,0,11889957.003343060612679,-684410.599520136602223,0.000000000000000,15.170258040344233,0.000000000000000,0.000000000000000,,
172,Location 172,,1,932,0.631802799324475,1,0,0,11889506.895100001245737,-686933.792700000107288,0.000000000000000,35.386764535175374,0.000000000000000,0.000000000000000,,
